#,Name,Height,Weight,Arm,Hand,Vertical,Broad,Position_Group
QB,"Bryant, Kelly",6031,229,32 1/4,9 1/2,35,"10'5""",Quarterback
QB,"Burrow, Joe",6034,221,30 7/8,9,NA,NA,Quarterback
QB,"Davidson, Kevin",6041,224,30 7/8,8 1/4,NA,NA,Quarterback
QB,"Eason, Jacob",6057,231,32 7/8,9 1/2,27.5,"9'2""",Quarterback
QB,"Fromm, Jake",6017,219,31 1/8,8 7/8,30.0,"9'3""",Quarterback
QB,"Gordon, Anthony",6023,205,31,9 3/4,NA,NA,Quarterback
QB,"Herbert, Justin",6062,236,32 7/8,10,35.5,"10'3""",Quarterback
QB,"Hurts, Jalen",6010,222,31 3/4,9 3/4,35.0,"10'5""",Quarterback
QB,"Lewerke, Brian",6024,213,32 1/8,10 5/8,NA,NA,Quarterback
QB,"Love, Jordan",6036,224,32 5/8,10 1/2,35.5,"9'10""",Quarterback
QB,"Luton, Jake",6061,224,31 3/4,10 3/8,NA,NA,Quarterback
QB,"McDonald, Cole",6031,215,32 1/4,9 3/4,36.0,"10'1""",Quarterback
QB,"Montez, Steven",6040,231,32 3/4,9 3/8,33.0,"9'9""",Quarterback
QB,"Morgan, James",6040,229,33 3/8,9 3/4,29.0,"9'4""",Quarterback
QB,"Patterson, Shea",6007,212,30 1/2,9 3/8,31.0,"9'8""",Quarterback
QB,"Stanley, Nate",6036,235,32 5/8,10,28.5,"9'0""",Quarterback
QB,"Tagovailoa, Tua",6000,217,30 1/2,9 7/8,NA,NA,Quarterback
WR,"Aiyuk, Brandon",5115,205,33 1/2,9 3/4,40,"10'8""",Wide_Receiver
WR,"Bayless, Omar",6006,212,31 7/8,9,36,"10'3""",Wide_Receiver
WR,"Bowden, Lynn",5105,204,30 7/8,9 3/4,NA,NA,Wide_Receiver
WR,"Brown, Tony",6006,198,31 1/2,9 1/4,33.5,"9'11""",Wide_Receiver
WR,"Cager, Lawrence",6046,220,33 3/8,8 7/8,NA,NA,Wide_Receiver
WR,"Callaway, Marquez",6012,205,32 3/8,9 3/8,38,"10'6""",Wide_Receiver
WR,"Cephus, Quintez",6007,202,32 1/8,8 3/4,38.5,"10'4""",Wide_Receiver
WR,"Claypool, Chase",6042,238,32 1/2,9 7/8,40.5,"10'6""",Wide_Receiver
WR,"Cleveland, Tyrie",6023,209,32 7/8,9 1/8,39.5,"10'6""",Wide_Receiver
WR,"Coulter, Isaiah",6017,198,31 3/4,9,36,"10'1""",Wide_Receiver
WR,"Davis, Gabriel",6020,216,31 1/4,9 1/4,35,"10'4""",Wide_Receiver
WR,"Davis, Quartney",6012,201,31 3/8,9 1/2,35.5,NA,Wide_Receiver
WR,"Duvernay, Devin",5104,200,30 5/8,9 1/2,35.5,"10'3""",Wide_Receiver
WR,"Edwards, Bryan",6026,212,32 1/4,9 1/2,NA,NA,Wide_Receiver
WR,"Finke, Chris",5094,186,29,9,40,NA,Wide_Receiver
WR,"Fuller, Aaron",5106,188,29 3/4,8 7/8,34,"9'10""",Wide_Receiver
WR,"Gandy-Golden, Antonio",6040,223,31 3/4,9 5/8,36,"10'7""",Wide_Receiver
WR,"Gibson, Antonio",6003,228,31 1/8,8 5/8,35,"9'10""",Wide_Receiver
WR,"Guidry, Stephen",6030,201,32 3/4,9 1/8,34,"10'5""",Wide_Receiver
WR,"Hamler, KJ",5085,178,30 3/4,9 3/8,NA,NA,Wide_Receiver
WR,"Higgins, Tee",6035,216,34 1/8,9 1/4,NA,NA,Wide_Receiver
WR,"Hightower, John",6014,189,31 1/2,9 3/4,38.5,"10'2""",Wide_Receiver
WR,"Hill, K.J.",5117,196,29 1/8,9 1/4,32.5,"9'6""",Wide_Receiver
WR,"Hodgins, Isaiah",6035,210,33 1/8,9 7/8,36.5,"10'4""",Wide_Receiver
WR,"Jackson, Trishton",6006,197,32 3/8,9 3/4,36,"9'9""",Wide_Receiver
WR,"Jefferson, Justin",6012,202,33,9 1/8,37.5,"10'6""",Wide_Receiver
WR,"Jefferson, Van",6014,200,32 3/4,9 1/8,NA,NA,Wide_Receiver
WR,"Jennings, Jauan",6031,215,31 5/8,9,29,"9'11""",Wide_Receiver
WR,"Jeudy, Jerry",6010,193,32 1/8,9 1/2,35,"10'0""",Wide_Receiver
WR,"Johnson, Collin",6055,222,31 3/4,9,NA,NA,Wide_Receiver
WR,"Johnson, Juwan",6040,230,34 1/4,10 1/2,33,"10'4""",Wide_Receiver
WR,"Johnson, Tyler",6013,206,30 7/8,9,NA,NA,Wide_Receiver
WR,"Lamb, CeeDee",6015,198,32 1/4,9 1/4,34.5,"10'4""",Wide_Receiver
WR,"Lipscomb, Kalija",5117,207,32 7/8,9 3/8,32,"10'7""",Wide_Receiver
WR,"Mack, Austin",6014,208,33 5/8,10,31.5,"9'9""",Wide_Receiver
WR,"Mims, Denzel",6027,207,33 7/8,9 3/8,38.5,"10'11""",Wide_Receiver
WR,"Mooney, Darnell",5101,176,30 7/8,9 5/8,37,"10'4""",Wide_Receiver
WR,"Osborn, K.J.",5114,203,31 1/4,9 1/8,37.5,"10'3""",Wide_Receiver
WR,"Parker, Aaron",6015,209,31 1/8,9 1/8,26.5,"9'4""",Wide_Receiver
WR,"Patmon, Dezmon",6036,225,32 3/4,10 1/4,36,"11'0""",Wide_Receiver
WR,"Peoples-Jones, Donovan",6015,212,33 1/2,10 1/8,44.5,"11'7""",Wide_Receiver
WR,"Perry, Malcolm",5094,186,29 5/8,8 1/2,36,"10'2""",Wide_Receiver
WR,"Pittman, Michael",6040,223,32 1/2,9 1/4,36.5,"10'1""",Wide_Receiver
WR,"Proche, James",5105,201,29 3/4,9 5/8,34.5,NA,Wide_Receiver
WR,"Reagor, Jalen",5105,206,31 3/8,9 1/2,42,"11'6""",Wide_Receiver
WR,"Reed, Joe",6004,224,31 1/8,9 3/4,38,"10'3""",Wide_Receiver
WR,"Rogers, Kendrick",6042,208,33 1/8,9 1/8,35.5,"10'4""",Wide_Receiver
WR,"Ruggs III, Henry",5110,188,30 1/2,10 1/8,42,"10'11""",Wide_Receiver
WR,"Shenault Jr., Laviska",6005,227,31 7/8,9,NA,NA,Wide_Receiver
WR,"Stewart, Darrell",6002,212,32,9 5/8,35,"9'9""",Wide_Receiver
WR,"Swain, Freddie",6002,197,30 5/8,9,36.5,"10'4""",Wide_Receiver
WR,"Thomas, Jeff",5087,170,30 3/8,8 3/8,36.5,"10'5""",Wide_Receiver
WR,"Victor, Ben",6036,198,34 1/8,9 5/8,35,"10'8""",Wide_Receiver
WR,"Watkins, Quez",6001,185,32 7/8,9,36.5,"10'5""",Wide_Receiver
WR,"White, Cody",6033,217,32 1/2,10,35.5,"10'0""",Wide_Receiver
TE,"Asiasi, Devin",6030,257,33 1/4,9 3/4,30.5,"9'7""",Tight_End
TE,"Breeland, Jacob",6047,252,32 5/8,9 7/8,NA,NA,Tight_End
TE,"Bryant, Harrison",6046,243,30 5/8,9 1/2,32.5,"9'2""",Tight_End
TE,"Bryant, Hunter",6022,248,32,10,32.5,"9'7""",Tight_End
TE,"Deguara, Josiah",6023,242,31 5/8,9,35.5,"9'7""",Tight_End
TE,"Hopkins, Brycen",6037,245,32 1/8,10 1/8,33.5,"9'8""",Tight_End
TE,"Keene, Dalton",6041,253,32 1/4,9 6/8,34,"10'5""",Tight_End
TE,"Kmet, Cole",6056,262,33,10 1/2,37,"10'3""",Tight_End
TE,"McKeon, Sean",6050,242,33 1/2,9 1/8,NA,NA,Tight_End
TE,"Moss, Thaddeus",6017,250,31 7/8,9 7/8,NA,NA,Tight_End
TE,"O’Grady, C.J.",6036,253,33 5/8,10 1/8,34,"9'11""",Tight_End
TE,"Okwuegbunam, Albert",6054,258,34 1/8,10 1/4,NA,NA,Tight_End
TE,"Parkinson, Colby",6072,252,33 1/4,9 5/8,32.5,"9'1""",Tight_End
TE,"Pinkney, Jared",6040,257,32 7/8,10 1/2,NA,NA,Tight_End
TE,"Sullivan, Stephen",6047,248,35 3/8,10 1/8,36.5,"10'3""",Tight_End
TE,"Taumoepeau, Charlie",6022,240,32 1/4,9 1/2,36.5,"10'1""",Tight_End
TE,"Trautman, Adam",6050,255,32 5/8,9 1/2,34.5,"9'6""",Tight_End
TE,"Wilcox, Mitchell",6034,247,32 1/4,9 1/8,31,"9'4""",Tight_End
TE,"Woerner, Charlie",6045,244,31 1/8,9 1/2,34.5,"10'0""",Tight_End
TE,"Wood-Anderson, Dom",6035,261,33 1/8,9 3/4,35,"9'11""",Tight_End
RB,"Ahmed, Salvon",5107,197,29 1/4,8 3/4,34.5,"10'0""",Running_Back
RB,"Akers, Cam",5103,217,30 5/8,9,35.5,"10'2""",Running_Back
RB,"Anderson, Jet",5104,208,30 1/2,9 5/8,36,"10'8""",Running_Back
RB,"Bellamy, LeVante",5087,192,30 1/4,8 3/4,39.5,"10'5""",Running_Back
RB,"Benjamin, Eno",5087,207,31 1/4,8 5/8,39,"10'2""",Running_Back
RB,"Calais, Raymond",5077,188,30,9 1/4,37.5,"10'0""",Running_Back
RB,"Dallas, DeeJay",5101,217,30 5/8,9 1/4,33.5,"9'11""",Running_Back
RB,"Dillon, AJ",6003,247,31 5/8,9 5/8,41,"10'11""",Running_Back
RB,"Dobbins, J.K.",5094,209,29 3/4,9 1/2,NA,NA,Running_Back
RB,"Dowdle, Rico",5112,209,31 3/8,9,38,"10'7""",Running_Back
RB,"Edwards-Helaire, Clyde",5072,207,29,9 5/8,39.5,"10'3""",Running_Back
RB,"Evans, Darrynton",5101,203,31 5/8,9 1/4,37,"10'5""",Running_Back
RB,"Hasty, JaMycal",5080,205,31 1/8,9 1/8,39,"10'3""",Running_Back
RB,"Herrien, Brian",5111,209,29 3/4,9,38.5,"10'6""",Running_Back
RB,"Jones, Tony",5104,220,30 5/8,9 1/2,32.5,"9'11""",Running_Back
RB,"Kelley, Joshua",5105,212,31 5/8,9 5/8,31,"10'1""",Running_Back
RB,"Leake, Javon",6001,215,31 1/2,9 5/8,28.5,"9'4""",Running_Back
RB,"LeMay, Benny",5081,221,29 7/8,9,34,"10'5""",Running_Back
RB,"McFarland, Anthony",5081,208,30 3/8,8 7/8,29.5,"9'8""",Running_Back
RB,"Moss, Zack",5093,223,31 1/4,9 1/4,33,NA,Running_Back
RB,"Olonilua, Sewo",6025,232,32 1/8,10,36,"10'3""",Running_Back
RB,"Perine, La’Mical",5106,216,31 5/8,10 1/4,35,"9'10""",Running_Back
RB,"Phillips, Scottie",5080,209,29 3/8,8 1/2,30,"9'6""",Running_Back
RB,"Robinson, James",5090,219,29 5/8,8 3/4,40,"10'5""",Running_Back
RB,"Swift, D’Andre",5082,212,29 7/8,9,35.5,"10'1""",Running_Back
RB,"Taylor, J.J.",5052,185,28 3/4,8 1/2,35.5,9'10,Running_Back
RB,"Taylor, Jonathan",5102,226,31 1/8,9 1/2,36,"10'3""",Running_Back
RB,"Taylor, Patrick",6014,217,32 1/4,9 3/8,34,"10'3""",Running_Back
RB,"Vaughn, Ke’Shawn",5095,214,30 7/8,8 7/8,32,"9'9""",Running_Back
RB,"Warren, Mike",5091,226,29 1/2,9 1/8,NA,NA,Running_Back
OT,"Adams, Trey",6080,318,34 3/8,9 7/8,24.5,"7'8""",Offensive_Line
OT,"Adeniji, Hakeem",6043,302,33 3/4,10,34.0,"9'7""",Offensive_Line
OT,"Anchrum, Tremayne",6017,314,33 5/8,9 5/8,24.5,"8'8""",Offensive_Line
OT,"Bartch, Ben",6056,309,32 7/8,9,NA,NA,Offensive_Line
OT,"Becton, Mekhi",6073,364,35 5/8,10 3/4,NA,NA,Offensive_Line
OC,"Biadasz, Tyler",6035,314,32 1/4,10,NA,NA,Offensive_Line
OG,"Bredeson, Ben",6045,315,31 1/8,10 1/8,NA,NA,Offensive_Line
OC,"Cabral, Cohl",6047,300,32 1/4,10,NA,NA,Offensive_Line
OT,"Charles, Saahdiq",6041,321,33,10,NA,NA,Offensive_Line
OT,"Clark, Cameron",6044,308,34 1/8,10 3/8,25.0,"8'5""",Offensive_Line
OT,"Cleveland, Ezra",6060,311,33 3/8,9,30.0,"9'3""",Offensive_Line
OC,"Colon-Castillo, Trystan",6030,313,30 1/2,9 1/4,NA,NA,Offensive_Line
OC,"Cushenberry, Lloyd",6031,312,34 1/8,10 3/8,NA,NA,Offensive_Line
OT,"Driscoll, Jack",6045,306,33,9 7/8,29.5,"9'6""",Offensive_Line
OT,"Durant, Yasir",6060,331,34 3/4,9 1/2,25.0,NA,Offensive_Line
OC,"Hanson, Jake",6043,303,32 3/4,9 1/4,NA,NA,Offensive_Line
OC,"Harris, Nick",6007,302,32 1/8,9 3/4,29.5,"8'7""",Offensive_Line
OT,"Heck, Charlie",6075,311,34 1/8,10 1/4,28.0,"9'4""",Offensive_Line
OC,"Hennessy, Matt",6037,307,32 1/4,10,30.0,"9'2""",Offensive_Line
OT,"Herron, Justin",6035,308,33 1/2,8 7/8,33.0,"8'9""",Offensive_Line
OT,"Hunt, Robert",6051,323,33 1/2,10,NA,NA,Offensive_Line
OC,"Ismael, Keith",6027,309,32 1/4,10,32.0,"9'0""",Offensive_Line
OG,"Iwuagwu, Cordel",6027,309,33 3/4,9 5/8,27.0,"7'10""",Offensive_Line
OT,"Jackson, Austin",6047,322,34 1/8,10 1/4,31.0,"9'7""",Offensive_Line
OG,"Jackson, Jonah",6034,306,33 1/2,10 1/2,26.0,"8'2""",Offensive_Line
OT,"Jones, Joshua",6050,319,33 7/8,10 1/8,28.5,"9'1""",Offensive_Line
OG,"Kindley, Solomon",6032,337,32 1/4,9 1/2,NA,NA,Offensive_Line
OG,"Lemieux, Shane",6037,310,32 1/4,9 1/2,25.5,"8'11""",Offensive_Line
OG,"Lewis, Damien",6020,327,33,10 1/4,30.0,"9'0""",Offensive_Line
OT,"McKivitz, Colton",6061,306,33 3/4,10,26.0,"8'10""",Offensive_Line
OT,"Molchon, John",6052,309,31 1/8,9 1/2,34.0,"9'1""",Offensive_Line
OT,"Murphy, Kyle",6032,316,33 7/8,10,28.0,"8'8""",Offensive_Line
OG,"Muti, Netane",6027,315,31 3/4,10 5/8,NA,NA,Offensive_Line
OT,"Niang, Lucas",6060,315,34 1/4,10 1/2,NA,NA,Offensive_Line
OG,"Onwenu, Mike",6025,344,34 3/8,10 1/2,NA,NA,Offensive_Line
OT,"Peart, Matt",6065,318,36 5/8,9 1/2,30.0,"9'5""",Offensive_Line
OT,"Phillips, Tyre",6050,331,35 1/8,10 3/8,25.0,"7'9""",Offensive_Line
OT,"Pinter, Danny",6042,306,31 7/8,9 1/2,29.5,"9'2""",Offensive_Line
OC,"Ruiz, Cesar",6026,307,33 1/8,11,33.0,"9'5""",Offensive_Line
OT,"Runyan, Jon",6042,306,33 1/4,9 1/8,30.5,"8'11""",Offensive_Line
OG,"Simpson, John",6041,321,34 1/8,11 1/4,30.0,"8'11""",Offensive_Line
OT,"Steele, Terence",6057,312,35 1/8,9 1/2,27.5,"8'10""",Offensive_Line
OG,"Stenberg, Logan",6060,317,32 1/2,10 1/4,26.0,"8'8""",Offensive_Line
OG,"Stepaniak, Simon",6041,313,32,9 1/2,NA,NA,Offensive_Line
OT,"Taylor, Alex",6083,308,36 1/8,11 1/4,25.0,"9'8""",Offensive_Line
OT,"Thomas, Andrew",6051,315,36 1/8,10 1/4,30.5,"9'1""",Offensive_Line
OT,"Throckmorton, Calvin",6050,317,32 1/2,9 1/2,27.0,"8'1""",Offensive_Line
OT,"Wanogho, Prince Tega",6050,308,33 1/2,10 3/8,NA,NA,Offensive_Line
OC,"Williams, Darryl",6023,304,32 1/8,9 3/4,25.5,"8'6""",Offensive_Line
OT,"Wills, Jedrick",6042,312,34 1/4,10,34.5,"9'5""",Offensive_Line
OT,"Wilson, Isaiah",6064,350,35 1/2,10 1/4,29.0,"9'2""",Offensive_Line
OT,"Wirfs, Tristan",6047,320,34,10 1/4,36.5,"10'1""",Offensive_Line
DT,"Agim, McTelvin",6025,309,33 1/2,10 1/8,NA,NA,Defensive_Line
DE,"Anae, Bradlee",6033,257,32 1/8,10 1/8,31,"9'7""",Defensive_Line
DT,"Blacklock, Ross",6031,290,32 3/8,9 3/4,29,"8'11""",Defensive_Line
DT,"Brown, Derrick",6045,326,34 1/4,9,27,"9'0""",Defensive_Line
DT,"Coatney, Josiah",6033,308,32 3/4,10,27,"8'3""",Defensive_Line
DE,"Coleman, Kendall",6026,257,31 3/4,10,32,"9'6""",Defensive_Line
DT,"Daniels, Darrion",6032,311,33 3/4,9 1/8,27,"9'1""",Defensive_Line
DE,"Davidson, Marlon",6033,303,33,10,NA,NA,Defensive_Line
DT,"Davis, Carlos",6020,313,32,9 5/8,NA,NA,Defensive_Line
DT,"Davis, Khalil",6010,308,31 1/2,9 3/4,NA,NA,Defensive_Line
DE,"Davis, Raekwon",6061,311,33 7/8,11,28,"9'3""",Defensive_Line
DT,"Elliott, Jordan",6037,302,32 3/8,10 1/4,27.5,NA,Defensive_Line
DE,"Epenesa, A.J.",6051,275,34 1/2,10 1/8,32.5,"9'9""",Defensive_Line
DT,"Fotu, Leki",6053,330,34 1/4,10 5/8,NA,NA,Defensive_Line
DT,"Gallimore, Neville",6020,304,32 3/4,9 5/8,NA,NA,Defensive_Line
DE,"Garvin, Jonathan",6041,263,34,9 5/8,36,"10'5""",Defensive_Line
DE,"Gipson, Trevis",6033,261,33 7/8,9 5/8,NA,NA,Defensive_Line
DE,"Greenard, Jonathan",6033,263,34 7/8,9 1/4,30.5,"9'5""",Defensive_Line
DE,"Gross-Matos, Yetur",6050,266,34 7/8,9 3/4,34,"10'0""",Defensive_Line
NT,"Hamilton, DaVon",6034,320,33,9 3/4,29.5,"8'6""",Defensive_Line
DE,"Hamilton, LaDarius",6020,262,32 1/8,9 1/4,30,"9'6""",Defensive_Line
DE,"Highsmith, Alex",6031,248,33 1/8,9 1/8,33,"10'5""",Defensive_Line
DE,"Hill, Trevon",6027,248,32 3/8,9 1/4,28,"9'5""",Defensive_Line
DT,"Jones, Benito",6010,316,32 7/8,9 3/4,26.5,NA,Defensive_Line
DE,"Kareem, Khalid",6036,268,34 3/8,10 7/8,NA,NA,Defensive_Line
DT,"Kinlaw, Javon",6051,324,34 7/8,10 1/4,NA,NA,Defensive_Line
DT,"Lawrence II, Rashard",6020,308,34 1/8,11,NA,NA,Defensive_Line
DE,"Lynch, James",6035,289,31 7/8,9 7/8,29,"9'3""",Defensive_Line
DT,"Madubuike, Justin",6025,293,33 1/2,8 3/4,NA,NA,Defensive_Line
DT,"Murchison, Larrell",6024,297,32 5/8,10,29,"9'10""",Defensive_Line
DE,"Okwara, Julian",6042,252,34 3/8,10 1/4,NA,NA,Defensive_Line
DT,"Penisini, John",6013,318,32 7/8,10 1/2,25.5,NA,Defensive_Line
DE,"Rivers, Chauncey",6020,262,32 7/8,9 3/4,30.5,"8'10""",Defensive_Line
DE,"Roach, Malcolm",6021,297,31 7/8,9 5/8,30,"9'6""",Defensive_Line
DE,"Robinson, Alton",6026,264,32 3/8,9 1/4,35.5,"9'11""",Defensive_Line
DE,"Sheppard, Qaadir",6027,261,32 3/4,10,31.5,"9'7""",Defensive_Line
DE,"Smith-Williams, James",6035,265,33 3/4,9 1/4,32,"10'3""",Defensive_Line
DT,"Strowbridge, Jason",6042,275,32 3/8,10 1/8,31,"9'5""",Defensive_Line
DE,"Tuszka, Derrek",6044,251,31 3/8,9 7/8,33.5,"10'0""",Defensive_Line
DT,"Washington, Broderick",6022,305,32 1/2,10 3/8,NA,NA,Defensive_Line
DE,"Willekes, Kenny",6034,264,31 1/4,9 1/2,32.5,"9'11""",Defensive_Line
DT,"Williams, Raequan",6040,308,33 3/8,9 3/8,25.5,"8'5""",Defensive_Line
DT,"Windsor, Rob",6044,290,33 1/8,9 7/8,28.5,"9'3""",Defensive_Line
DE,"Wonnum, D.J.",6045,258,34 1/8,10 1/2,34.5,"10'3""",Defensive_Line
DE,"Young, Chase",6047,264,33 3/4,10,NA,NA,Defensive_Line
DE,"Zuniga, Jabari",6033,264,32 7/8,10 3/8,33,"10'7""",Defensive_Line
ILB,"Bachie, Joe",6010,230,31 5/8,10 1/4,33.5,"9'11""",Linebacker
ILB,"Bailey, Markus",6001,235,31 1/2,9 3/8,NA,NA,Linebacker
OLB,"Baun, Zack",6023,238,32 3/4,9 5/8,32.5,"9'7""",Linebacker
ILB,"Bernard, Francis",6003,234,31 7/8,9 7/8,32.5,"10'0""",Linebacker
ILB,"Bituli, Daniel",6020,246,34 3/8,9 1/4,32,"10'1""",Linebacker
ILB,"Bradley, Shaun",6005,235,31 3/4,9 1/2,32.5,"10'1""",Linebacker
